_row_number,fantasyPointsRank,playerName,position,byeWeek,games,fantasyPoints,auctionValue,passComp,passAtt,passYds,passTd,passInt,passSacked,rushAtt,rushYds,rushTd,recvTargets,recvReceptions,recvYds,recvTd,fumbles,fumblesLost,twoPt,returnYds,returnTd,fgMade019,fgAtt019,fgMade2029,fgAtt2029,fgMade3039,fgAtt3039,fgMade4049,fgAtt4049,fgMade50plus,fgAtt50plus,patMade,patAtt,dstSacks,dstSafeties,dstInt,dstFumblesForced,dstFumblesRecovered,dstTd,dstReturnYds,dstReturnTd,dstPts0,dstPts16,dstPts713,dstPts1420,dstPts2127,dstPts2834,dstPts35plus,idpTacklesSolo,idpTacklesAssist,idpSacks,idpTacklesForLoss,idpPassDefended,idpInt,idpFumblesForced,idpFumblesRecovered,idpSafeties,idpTd,_quarantine_reason,_exceptions
283,282,Pierre Strong Jr.,RB,9,17.0,23.7,0,0.0,0.0,0.0,0.0,0.0,0.0,22.4226,94.3541,0.555,7.515,5.9648,40.9167,0.1584,0.3676,0.1689,0.0422,442.5928,0.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 283, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
285,284,Jordan Whittington,WR,8,17.0,68.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4348,27.3257,308.494,1.7135,0.0,0.0,0.1025,629.5703,0.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 285, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
290,289,Michael Carter,RB,8,17.0,21.4,0,0.0,0.0,0.0,0.0,0.0,0.0,20.463,90.4154,0.6519,5.5554,4.5578,31.0676,0.1468,0.3259,0.1489,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 290, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
293,292,Elijah Higgins,TE,8,17.0,44.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5549,19.2018,177.2558,1.2661,0.0,0.0,0.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 293, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
297,296,Greg Dortch,WR,8,17.0,63.5,0,0.0,0.0,0.0,0.0,0.0,0.0,3.9184,24.5194,0.2038,34.4436,25.416,258.2412,1.4271,0.327,0.1745,0.0977,849.6273,0.4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 297, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
303,302,Cade Stover,TE,6,17.0,42.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2352,18.2406,171.1383,1.2063,0.0,0.0,0.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 303, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
306,305,Zay Jones,WR,8,17.0,59.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5547,22.8636,272.349,1.5681,0.0,0.0,0.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 306, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
322,321,DeeJay Dallas,RB,8,17.0,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,8.2723,35.2955,0.2467,2.7777,2.2765,15.5963,0.0906,0.1364,0.0628,0.0167,712.9602,0.1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 322, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
325,324,Rasheen Ali,RB,7,17.0,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,9.3282,40.4864,0.2708,1.5537,1.2719,8.9653,0.0476,0.1399,0.0631,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 325, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
330,329,Ronnie Rivers,RB,8,17.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.6679,36.2776,0.2323,0.0,0.0,0.0,0.0,0.1172,0.0516,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 330, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
335,334,Dare Ogunbowale,RB,6,17.0,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8676,2.2547,16.0412,0.0817,0.0,0.0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 335, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
342,341,Jamari Thrash,WR,9,17.0,47.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6958,19.0694,209.8144,1.216,0.0,0.0,0.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 342, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
345,344,Jakob Johnson,RB,6,17.0,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,2.075,9.0414,0.0659,0.0,0.0,0.0,0.0,0.0281,0.0123,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 345, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
361,360,DeAndre Carter,WR,9,17.0,41.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3651,16.6508,180.4346,1.0845,0.0,0.0,0.0573,1156.1478,0.4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 361, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
362,361,Colby Parkinson,TE,8,17.0,21.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2293,8.8343,85.59,0.7275,0.0,0.0,0.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 362, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
366,365,Charlie Kolar,TE,7,17.0,19.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8761,8.1458,79.0939,0.5917,0.0,0.0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 366, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
369,368,David Bell,WR,9,17.0,38.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5092,16.1488,162.2728,0.9305,0.0,0.0,0.0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 369, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
372,371,Blake Whiteheart,TE,9,17.0,17.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5173,7.547,70.1306,0.5054,0.0,0.0,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 372, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
383,382,Tip Reiman,TE,8,17.0,12.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.222,5.3772,48.3774,0.3574,0.0,0.0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 383, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
419,418,Simi Fehoko,WR,8,17.0,19.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6664,7.2024,88.1085,0.5297,0.0,0.0,0.0316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 419, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
422,421,Devontez Walker,WR,7,17.0,17.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3582,6.4314,82.7717,0.5236,0.0,0.0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 422, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
425,424,Kaden Davis,WR,9,17.0,17.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5173,6.7241,80.1547,0.4331,0.0,0.0,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 425, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
438,437,Tylan Wallace,WR,7,17.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7328,4.6183,55.8302,0.2994,0.0,0.0,0.023,286.4778,0.2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 438, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
447,446,LaJohntay Wester,WR,7,17.0,8.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6612,3.0494,37.5972,0.2232,0.0,0.0,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 447, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
453,452,Xavier Weaver,WR,8,17.0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8888,2.4479,29.8727,0.1761,0.0,0.0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 453, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
454,453,Xavier Hutchinson,WR,6,17.0,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4412,2.2058,24.7695,0.1385,0.0,0.0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 454, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
459,458,Justin Watson,WR,6,17.0,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2941,1.3966,18.3708,0.1069,0.0,0.0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 459, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
460,459,Tejhaun Palmer,WR,8,17.0,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222,1.4533,17.2802,0.0972,0.0,0.0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 460, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
465,464,Braxton Berrios,WR,6,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0839,0.3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 465, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
474,473,Xavier Smith,WR,8,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.032,0.2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 474, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
479,478,Kenny Pickett,QB,9,17.0,52.9,0,71.9746,106.1407,717.2417,3.9928,2.0897,8.0299,20.8369,49.1035,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,0.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 479, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
483,482,Jimmy Garoppolo,QB,8,17.0,41.7,0,61.4564,86.6886,653.627,3.814,2.2176,5.8591,3.1698,17.5226,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 483, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
486,485,Jacoby Brissett,QB,8,17.0,37.8,0,57.0147,83.2668,561.6049,3.1752,1.7789,6.5082,5.7861,36.8078,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 486, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
493,492,Cooper Rush,QB,7,17.0,29.4,0,49.5743,73.6966,480.6822,2.5415,1.7573,4.5528,2.3519,10.8189,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 493, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
497,496,Davis Mills,QB,6,17.0,27.3,0,44.5719,67.0928,437.8566,2.2873,1.627,4.6788,3.0824,17.5023,0.0336,0.0,0.0,0.0,0.0,0.0,0.0,0.1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 497, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
503,502,Dillon Gabriel,QB,9,17.0,14.9,0,23.7666,35.3119,230.3088,1.1548,0.9401,3.0551,2.6137,16.2071,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 503, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
504,503,Shedeur Sanders,QB,9,17.0,14.9,0,23.7666,35.3119,230.2681,1.1548,0.9401,3.0551,2.6137,16.2071,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 504, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
514,513,Tyler Loop,K,7,17.0,151.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.739,7.8891,9.1717,9.8323,7.7896,9.8091,5.065,7.3936,44.6829,47.2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 514, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
522,521,Joshua Karty,K,8,17.0,146.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.6873,7.829,9.1319,9.7575,7.809,9.7344,5.105,7.3373,39.3663,41.4834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 522, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
525,524,Ka'imi Fairbairn,K,6,17.0,144.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.6664,7.7904,9.1589,9.7094,7.9634,9.6864,5.2765,7.3011,36.1786,37.8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 525, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
528,527,Chad Ryland,K,8,17.0,142.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.5634,7.7147,8.9498,9.615,7.5678,9.5922,4.9039,7.2301,38.0123,40.2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 528, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
540,539,Dustin Hopkins,K,9,17.0,133.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.1428,7.2857,8.4523,9.0803,7.1473,9.0588,4.6314,6.8281,35.2678,37.3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 540, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
550,549,Browns DST,DST,9,17.0,113.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9457,0.3908,11.526,16.5423,8.1582,1.6768,1477.5461,0.5495,0.2447,0.6375,2.4019,4.6751,4.2658,3.0494,1.7255,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 550, 'column': 'teamName', 'value': 'CLV', 'error': 'Invalid value CLV for teamName'}]"
552,551,Texans DST,DST,6,17.0,113.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0198,0.3865,12.3493,15.7773,7.8042,1.7252,1521.1726,0.5796,0.2466,0.6124,2.7265,4.7205,4.2974,2.9481,1.4485,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 552, 'column': 'teamName', 'value': 'HST', 'error': 'Invalid value HST for teamName'}]"
554,553,Rams DST,DST,8,17.0,112.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5843,0.3874,12.6162,15.7797,7.7986,1.7495,1601.6395,0.6011,0.249,0.6292,2.5593,4.7375,4.3129,2.9618,1.5504,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 554, 'column': 'teamName', 'value': 'LA', 'error': 'Invalid value LA for teamName'}]"
558,557,Ravens DST,DST,7,17.0,110.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9945,0.3876,13.0196,15.1592,7.5309,1.765,1731.9162,0.6373,0.2473,0.64,2.6424,4.6636,4.2839,2.9919,1.5309,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 558, 'column': 'teamName', 'value': 'BLT', 'error': 'Invalid value BLT for teamName'}]"
563,562,Cardinals DST,DST,8,17.0,108.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5362,0.3869,13.1314,15.1208,7.4748,1.7699,1575.0008,0.5948,0.2481,0.6309,2.6005,4.751,4.3252,2.9374,1.507,0,0,0,0,0,0,0,0,0,0,validation_failed,"[{'row': 563, 'column': 'teamName', 'value': 'ARZ', 'error': 'Invalid value ARZ for teamName'}]"
